iter	Logloss
667	0.1764857713
668	0.1763331949
669	0.1760825481
670	0.1758530345
671	0.1755622719
672	0.1752794478
673	0.175063066
674	0.1747491029
675	0.1746038475
676	0.174531064
677	0.1743812283
678	0.174074615
679	0.1738609776
680	0.1736150282
681	0.1733398843
682	0.1732155752
683	0.1729971546
684	0.1728163517
685	0.1726742842
686	0.1723588971
687	0.1721827145
688	0.1719307444
689	0.1717082702
690	0.1715188609
691	0.1714224008
692	0.1711889771
693	0.1710135621
694	0.1708290955
695	0.1706968552
696	0.170437625
697	0.1702977329
698	0.1701977347
699	0.1701056713
700	0.169883779
701	0.169764059
702	0.1696325103
703	0.1693927431
704	0.169206616
705	0.1688095648
706	0.1686404426
707	0.1686110866
708	0.1684134481
709	0.1681690737
710	0.1679402061
711	0.1677025073
712	0.1675571471
713	0.1672968481
714	0.1671488089
715	0.1669261857
716	0.1666813691
717	0.1664864357
718	0.1663224584
719	0.1661699792
720	0.1660673969
721	0.1659183992
722	0.1657549803
723	0.1656392059
724	0.1654636158
725	0.1652848175
726	0.1650136572
727	0.1648351964
728	0.1647108138
729	0.164542458
730	0.1643894839
731	0.16424182
732	0.1640858963
733	0.1638561637
734	0.1636800198
735	0.1634320962
736	0.1632253429
737	0.1630122776
738	0.1628730182
739	0.1627356941
740	0.162453855
741	0.1623150994
742	0.1621342178
743	0.1619307324
744	0.1617777946
745	0.161576201
746	0.161323359
747	0.1611258754
748	0.1609652519
749	0.1606496687
750	0.1604261342
751	0.1600572898
752	0.1599856164
753	0.1597835027
754	0.1596237223
755	0.1594342536
756	0.1592853957
757	0.1591475242
758	0.158915973
759	0.158680644
760	0.1584652024
761	0.1583414819
762	0.1581921225
763	0.1579776783
764	0.1577621301
765	0.1575228236
766	0.1573562293
767	0.1572459923
768	0.1570721212
769	0.1569444471
770	0.1566873503
771	0.1564494514
772	0.1561778261
773	0.1558953338
774	0.1557045868
775	0.1555866425
776	0.1554384443
777	0.1553378381
778	0.1552731406
779	0.1551154672
780	0.1549301626
781	0.1547272461
782	0.1546738078
783	0.154485723
784	0.1542840995
785	0.1541013276
786	0.1539355666
787	0.1537589905
788	0.153639841
789	0.153530483
790	0.1533790552
791	0.1531949777
792	0.1530378709
793	0.1529185732
794	0.1527592282
795	0.152586345
796	0.1524521664
797	0.1523613972
798	0.1521900365
799	0.1520414308
800	0.1519505398
801	0.1517225923
802	0.1515930093
803	0.1513457212
804	0.1512189993
805	0.1510755585
806	0.1509781216
807	0.1507650733
808	0.1505415812
809	0.1503701802
810	0.1501261205
811	0.1499892925
812	0.1498578367
813	0.1496880005
814	0.1496034578
815	0.1494724838
816	0.1493014244
817	0.1491364845
818	0.1489814857
819	0.1488772559
820	0.1487247765
821	0.1484985997
822	0.1482323885
823	0.1479479684
824	0.1477385992
825	0.1475028529
826	0.1473322325
827	0.1471146475
828	0.1469540683
829	0.1467210142
830	0.1465667985
831	0.146348903
832	0.1461078475
833	0.1459523769
834	0.1456849728
835	0.1455885625
836	0.1454139826
837	0.1452856872
838	0.1451712996
839	0.1449621785
840	0.1448153361
841	0.1445899826
842	0.1444551728
843	0.1441617334
844	0.1439926881
845	0.1437910325
846	0.1436750737
847	0.1435060437
848	0.1433129778
849	0.1430424953
850	0.1428236629
851	0.1427009449
852	0.142571139
853	0.1424216175
854	0.1421861566
855	0.1419887585
856	0.1418956927
857	0.1416899904
858	0.1415593131
859	0.1413845552
860	0.141126186
861	0.1409405421
862	0.1408177785
863	0.1406672853
864	0.140408347
865	0.140238484
866	0.1401202489
867	0.1400381308
868	0.1399216839
869	0.1398969008
870	0.1397417586
871	0.1396082006
872	0.1393617009
873	0.1391994397
874	0.1390838925
875	0.1388359047
876	0.1386018701
877	0.138587998
878	0.1384636326
879	0.1383327948
880	0.1382317159
881	0.1379785889
882	0.1378661061
883	0.1376749267
884	0.1375338819
885	0.1374158373
886	0.1371867894
887	0.1370840145
888	0.1369790881
889	0.1367711537
890	0.1367193838
891	0.1366174
892	0.1364467554
893	0.1363123133
894	0.1361839744
895	0.1360544674
896	0.1358950969
897	0.1356314949
898	0.1354090739
899	0.1352916991
900	0.1351196464
901	0.1350012073
902	0.1348173081
903	0.134558287
904	0.1343682417
905	0.1341420153
906	0.1339767243
907	0.1338140188
908	0.1336950165
909	0.1335935442
910	0.1334546859
911	0.133294738
912	0.1331537982
913	0.1329689072
914	0.1327584778
915	0.1326445757
916	0.1324342343
917	0.132316852
918	0.1320955158
919	0.13196797
920	0.1317359249
921	0.1315610259
922	0.1314576529
923	0.1313921917
924	0.1313012018
925	0.131204663
926	0.130948179
927	0.1307760791
928	0.1306467748
929	0.130400526
930	0.1302474744
931	0.1300926746
932	0.1299044627
933	0.1297411523
934	0.1296797838
935	0.1294892994
936	0.1293060574
937	0.12896925
938	0.1287613549
939	0.128581951
940	0.1284602053
941	0.1282809207
942	0.1282413499
943	0.1280747739
944	0.1279796629
945	0.1278676929
946	0.1277559047
947	0.1276139907
948	0.1273671178
949	0.1272673642
950	0.1272589939
951	0.1271244615
952	0.1269888918
953	0.1268540525
954	0.126759528
955	0.1266592274
956	0.1264906022
957	0.1263580225
958	0.126293508
959	0.1261878449
960	0.1260625388
961	0.1259360526
962	0.1257370842
963	0.1255812757
964	0.1255012503
965	0.125418755
966	0.1252279585
967	0.1250310573
968	0.1249127231
969	0.1248061816
970	0.1246572503
971	0.1244778751
972	0.1243828739
973	0.1243047591
974	0.1241503058
975	0.124002568
976	0.1239331923
977	0.1237816602
978	0.1236870289
979	0.1235066878
980	0.1234056105
981	0.1232525639
982	0.1232397107
983	0.1231145819
984	0.1230061898
985	0.1227536195
986	0.1225828803
987	0.122400944
988	0.1223268209
989	0.1220658723
990	0.1218866606
991	0.1217134107
992	0.1215083099
993	0.1213737219
994	0.1212019286
995	0.1209888147
996	0.1209255427
997	0.1208493043
998	0.1206928977
999	0.1204600499
